customer_id,age,gender,income,country,signup_date,days_as_customer,subscription_type,monthly_charge,login_count,last_login,avg_session_duration,support_tickets,total_spent,churned
CUST_0019,26,F,43631.0,USA,2021-05-25 18:05:53.715691,1634,Standard,19.99,55,2025-10-11 18:05:53.732386,7.213854266471039,0,1238.784300844324,0
CUST_0020,18,M,41769.0,USA,2022-02-05 18:05:53.715691,1378,Premium,39.99,45,2025-10-28 18:05:53.732387,69.26684626620616,1,1941.9020567439727,0
CUST_0021,61,F,45366.0,Germany,2022-03-06 18:05:53.715691,1349,Enterprise,99.99,40,2025-11-04 18:05:53.732390,33.16203103425788,0,4407.40074000908,0
CUST_0022,36,M,41750.0,UK,2023-09-15 18:05:53.715691,791,Basic,9.99,61,2025-08-31 18:05:53.732391,11.266817135876074,0,249.33754660028325,0
CUST_0023,41,F,,France,2024-03-31 18:05:53.715691,593,Basic,9.99,57,2025-09-23 18:05:53.732392,4.485725049683046,0,205.89358578779812,0
CUST_0024,18,F,33201.0,UK,2021-01-08 18:05:53.715691,1771,Enterprise,99.99,49,2025-11-13 18:05:53.732393,26.57292836828928,0,4768.09701694962,0
CUST_0025,31,F,40171.0,USA,2024-01-08 18:05:53.715691,676,Basic,9.99,55,2025-10-24 18:05:53.732394,8.602273927703932,0,247.6605029531056,0
CUST_0026,41,F,29766.0,Australia,2021-12-27 18:05:53.715691,1418,Standard,19.99,46,2025-11-05 18:05:53.732395,15.017912695477476,0,1033.723229108041,0
CUST_0027,22,F,27113.0,USA,2024-11-20 18:05:53.715691,359,Standard,19.99,57,2025-10-15 18:05:53.732396,24.28181561238726,1,236.31284356864543,0
CUST_0028,45,F,70907.0,USA,2024-07-07 18:05:53.715691,495,Standard,19.99,50,2025-10-25 18:05:53.732397,55.13815167863839,0,314.82110296166064,0
CUST_0029,30,M,13071.0,USA,2024-10-21 18:05:53.715691,389,Basic,9.99,55,2025-11-13 18:05:53.732397,27.966229858955984,0,145.21781107690967,0
CUST_0030,35,F,56296.0,Japan,2023-12-06 18:05:53.715691,709,Premium,39.99,49,2025-10-06 18:05:53.732398,23.68472065815463,3,815.341346654001,0
CUST_0031,30,F,26628.0,UK,2023-03-24 18:05:53.715691,966,Basic,9.99,52,2025-11-05 18:05:53.732399,50.59517534751896,0,352.5990822979563,0
CUST_0032,67,M,24959.0,UK,2022-02-09 18:05:53.715691,1374,Standard,19.99,54,2025-11-05 18:05:53.732400,20.695724397229156,1,742.2764799394216,0
CUST_0033,39,F,41390.0,France,2023-05-23 18:05:53.715691,906,Basic,9.99,53,2025-11-13 18:05:53.732401,2.4061886383757045,1,350.95136527985846,0
CUST_0034,24,M,17244.0,Canada,2024-03-05 18:05:53.715691,619,Basic,9.99,51,2025-09-23 18:05:53.732402,23.13700836351857,1,243.4181502890484,0
CUST_0035,52,F,24149.0,Australia,2022-06-07 18:05:53.715691,1256,Basic,9.99,49,2025-10-20 18:05:53.732403,35.93892812455936,1,455.4517598790796,0
CUST_0036,21,F,,UK,2025-05-30 18:05:53.715691,168,Enterprise,99.99,45,2025-10-26 18:05:53.732403,16.612153150188497,0,615.4354882186188,0
CUST_0037,43,M,32510.0,Japan,2025-09-30 18:05:53.715691,45,Standard,19.99,48,2025-10-12 18:05:53.732404,15.297408174196963,1,28.380079580806363,1
CUST_0038,18,F,24293.0,France,2020-11-28 18:05:53.715691,1812,Standard,19.99,42,2025-11-02 18:05:53.732405,20.53831716870433,0,1389.9821658588255,0
CUST_0039,20,M,80867.0,UK,2025-02-16 18:05:53.715691,271,Standard,19.99,56,2025-10-20 18:05:53.732406,16.926726969455938,0,166.40663710925395,0
CUST_0040,42,F,89189.0,USA,2025-05-23 18:05:53.715691,175,Basic,9.99,51,2025-11-06 18:05:53.732407,69.073358486113,0,59.8432519699512,1
CUST_0041,51,M,13214.0,India,2021-10-07 18:05:53.715691,1499,Standard,19.99,48,2025-11-13 18:05:53.732408,15.265412461124969,0,1094.6532310395285,0
CUST_0042,42,M,47675.0,Germany,2024-10-14 18:05:53.715691,396,Basic,9.99,38,2025-10-21 18:05:53.732409,31.855053953539866,0,136.33670632970325,0
CUST_0043,38,M,55789.0,Canada,2023-03-30 18:05:53.715691,960,Standard,19.99,54,2025-11-07 18:05:53.732409,33.406893284910375,0,638.0205686816869,0
CUST_0044,35,M,47643.0,France,2022-10-12 18:05:53.715691,1129,Basic,9.99,45,2025-10-04 18:05:53.732410,18.082204848992525,0,335.1685119615952,0
CUST_0045,18,F,26133.0,Canada,2022-06-07 18:05:53.715691,1256,Premium,39.99,42,2025-10-27 18:05:53.732411,28.30071719137944,2,1778.710107018219,0
CUST_0046,29,F,32143.0,USA,2021-09-29 18:05:53.715691,1507,Standard,19.99,48,2025-11-06 18:05:53.732412,7.263501835787813,2,1107.5280847187585,0
CUST_0047,33,M,24981.0,USA,2022-01-29 18:05:53.715691,1385,Basic,9.99,53,2025-10-17 18:05:53.732413,41.96743245351437,0,473.9205035650124,0
CUST_0048,55,M,29433.0,Canada,2025-02-25 18:05:53.715691,262,Basic,9.99,42,2025-11-11 18:05:53.732414,8.017350229147993,0,98.35343773224106,0
CUST_0049,45,M,19831.0,USA,2022-10-05 18:05:53.715691,1136,Basic,9.99,56,2025-10-03 18:05:53.732414,19.953379537752312,0,393.3059159336756,0
CUST_0050,18,F,34290.0,UK,2021-06-12 18:05:53.715691,1616,Premium,39.99,44,2025-10-27 18:05:53.732415,26.802308960643924,1,2367.925986572034,0
CUST_0051,44,F,17130.0,France,2021-05-23 18:05:53.715691,1636,Basic,9.99,44,2025-09-25 18:05:53.732416,11.002972451842592,0,639.0944565198237,0
CUST_0052,34,M,32857.0,USA,2023-01-02 18:05:53.715691,1047,Basic,9.99,51,2025-11-10 18:05:53.732417,43.84419404304585,0,316.8757346285765,1
CUST_0053,29,F,19452.0,USA,2021-06-01 18:05:53.715691,1627,Basic,9.99,60,2025-10-31 18:05:53.732418,16.00090578469447,1,530.5567505960387,0
CUST_0054,49,M,40272.0,Australia,2022-11-20 18:05:53.715691,1090,Enterprise,99.99,52,2025-11-09 18:05:53.732419,24.77620645888504,0,4225.019831462729,0
CUST_0055,55,F,25856.0,Canada,2025-08-16 18:05:53.715691,90,Standard,19.99,41,2025-11-13 18:05:53.732420,28.866568389861133,0,59.62914401942467,0
CUST_0056,53,F,41994.0,USA,2022-10-20 18:05:53.715691,1121,Basic,9.99,51,2025-08-13 18:05:53.732420,25.708173477853883,1,299.6955408813655,1
CUST_0057,27,F,62367.0,France,2024-04-04 18:05:53.715691,589,Standard,19.99,37,2025-10-07 18:05:53.732421,38.08575271509042,3,320.911003130431,0
CUST_0058,35,F,80396.0,Germany,2022-05-10 18:05:53.715691,1284,Enterprise,99.99,48,2025-11-03 18:05:53.732422,22.405516530566,0,3595.6639180719576,0
CUST_0059,44,F,10260.0,USA,2025-05-25 18:05:53.715691,173,Standard,19.99,60,2025-11-06 18:05:53.732423,22.24084967289157,0,111.0115682617426,0
CUST_0060,54,F,23930.0,USA,2021-02-11 18:05:53.715691,1737,Basic,9.99,50,2025-11-08 18:05:53.732424,13.257097917610803,0,551.0297450152044,0
CUST_0061,32,F,31209.0,USA,2024-12-18 18:05:53.715691,331,Basic,9.99,58,2025-11-13 18:05:53.732425,18.68329904594906,0,115.44967709442884,0
CUST_0062,37,M,45714.0,Australia,2023-06-13 18:05:53.715691,885,Basic,9.99,61,,120.0,0,260.7157666853838,0
CUST_0063,23,M,15912.0,UK,2023-11-18 18:05:53.715691,727,Basic,9.99,64,2025-11-11 18:05:53.732426,29.641304184494995,0,234.42582392650476,0
CUST_0064,22,M,22225.0,Canada,2021-07-28 18:05:53.715691,1570,Standard,19.99,45,2025-10-13 18:05:53.732427,25.7086297858794,0,1125.774615623474,0
CUST_0065,52,F,38761.0,Australia,2022-12-30 18:05:53.715691,1050,Standard,19.99,65,2025-10-18 18:05:53.732428,5.106520285584772,1,836.7666522318564,0
CUST_0066,60,M,37890.0,USA,2021-04-25 18:05:53.715691,1664,Premium,39.99,46,2025-10-20 18:05:53.732429,6.738110898494655,0,2195.5738782809576,0
CUST_0067,38,M,43862.0,USA,2023-12-20 18:05:53.715691,695,Standard,19.99,42,2025-10-06 18:05:53.732430,56.4827323539509,1,370.9983444743336,0
CUST_0068,55,M,45335.0,USA,2022-07-08 18:05:53.715691,1225,Basic,9.99,34,2025-11-06 18:05:53.732431,20.9087328936126,0,427.0132468288045,0
CUST_0069,45,M,43015.0,USA,2025-07-10 18:05:53.715691,127,Standard,19.99,56,2025-11-02 18:05:53.732432,23.70248417706412,1,85.30471691965693,0
CUST_0070,30,F,40008.0,Germany,2024-05-25 18:05:53.715691,538,Standard,19.99,58,2025-11-10 18:05:53.732432,67.52712467458915,2,337.3722829126646,0
CUST_0071,45,F,37342.0,Canada,2024-05-04 18:05:53.715691,559,Basic,9.99,37,2025-10-19 18:05:53.732433,40.48061384620402,1,173.8303540177064,0
CUST_0072,63,F,50634.0,USA,2025-11-02 18:05:53.715691,12,Standard,19.99,58,2025-08-25 18:05:53.732434,55.29298569466021,1,8.719896671325255,0
CUST_0073,39,F,11853.0,USA,2025-09-14 18:05:53.715691,61,Basic,9.99,57,2025-09-16 18:05:53.732435,37.31113892559375,0,18.869378386924687,0
CUST_0074,63,F,78603.0,USA,2022-11-25 18:05:53.715691,1085,Basic,9.99,43,2025-10-21 18:05:53.732436,57.72301376248237,0,429.71960420771967,0
CUST_0075,18,F,12061.0,Japan,2024-02-10 18:05:53.715691,643,Standard,19.99,44,2025-10-14 18:05:53.732437,4.326518849980284,0,359.16543596797135,0
CUST_0076,52,M,21172.0,Germany,2021-12-13 18:05:53.715691,1432,Basic,9.99,41,2025-06-21 18:05:53.732437,15.000927884734931,2,398.074859334556,1
CUST_0077,41,F,32423.0,Canada,2024-10-27 18:05:53.715691,383,Standard,19.99,60,2025-10-24 18:05:53.732438,22.30273884247813,0,298.3418700537395,0
CUST_0078,35,M,50833.0,USA,2021-04-06 18:05:53.715691,1683,Basic,9.99,52,2025-09-14 18:05:53.732440,9.042587511104244,0,543.3765116825715,0
CUST_0079,41,M,8122.0,UK,2021-02-16 18:05:53.715691,1732,Premium,39.99,58,2025-10-25 18:05:53.732440,2.5243435815686968,0,2291.321921122573,0
CUST_0080,18,F,35808.0,USA,2024-07-31 18:05:53.715691,471,Premium,39.99,44,2025-11-13 18:05:53.732441,9.669858831950544,0,526.6593937648962,0
CUST_0081,36,M,53971.0,Japan,2022-02-24 18:05:53.715691,1359,Enterprise,99.99,45,2025-08-25 18:05:53.732442,28.46356105323869,0,4274.028571844378,0
CUST_0082,45,M,59710.0,France,2025-03-17 18:05:53.715691,242,Premium,39.99,46,2025-11-11 18:05:53.732443,,0,330.9005199285506,0
CUST_0083,62,M,25625.0,Canada,2022-06-30 18:05:53.715691,1233,Enterprise,99.99,45,2025-10-09 18:05:53.732444,,0,3435.2197667935907,0
CUST_0084,32,M,31244.0,Canada,2021-04-27 18:05:53.715691,1662,Standard,19.99,57,2025-11-06 18:05:53.732445,17.52226829395986,1,1195.7211455604458,0
CUST_0085,27,M,26687.0,UK,2025-09-01 18:05:53.715691,74,Enterprise,99.99,45,2025-09-06 18:05:53.732445,40.51818835779044,0,261.2484780976872,0
CUST_0086,32,M,29842.0,USA,2022-03-06 18:05:53.715691,1349,Standard,19.99,50,2025-11-08 18:05:53.732446,94.20206382729356,0,927.6775607722674,0
CUST_0087,53,F,21679.0,USA,2025-09-24 18:05:53.715691,51,Premium,39.99,59,2025-11-10 18:05:53.732447,37.31832239296904,0,64.5655102457137,1
CUST_0088,44,F,23281.0,UK,2021-06-09 18:05:53.715691,1619,Basic,9.99,55,2025-10-28 18:05:53.732448,,0,513.1662495607973,0
CUST_0089,32,M,45125.0,USA,2023-01-02 18:05:53.715691,1047,Standard,19.99,55,2025-10-25 18:05:53.732449,86.29983189704929,2,800.9012746077901,0
CUST_0090,47,F,38786.0,USA,2022-06-07 18:05:53.715691,1256,Premium,39.99,50,2025-09-24 18:05:53.732450,59.111159578861184,1,1362.1222017519174,0
CUST_0091,41,M,46434.0,Canada,2023-06-01 18:05:53.715691,897,Standard,19.99,50,2025-10-02 18:05:53.732450,55.37300566675631,0,660.0268084938798,0
CUST_0092,54,M,40417.0,India,2024-06-08 18:05:53.715691,524,Basic,9.99,41,2025-11-03 18:05:53.732451,39.08801546038934,0,152.84758908129243,0
CUST_0093,29,M,51646.0,India,2025-07-20 18:05:53.715691,117,Standard,19.99,45,,42.29776193764798,1,86.43262652509962,0
CUST_0094,35,F,,USA,2022-12-02 18:05:53.715691,1078,Standard,19.99,57,2025-10-20 18:05:53.732453,20.06913380494225,2,714.899468547915,0
CUST_0095,34,M,15201.0,USA,2021-10-14 18:05:53.715691,1492,Standard,19.99,51,2025-10-21 18:05:53.732454,14.837362307130164,0,938.8427277273852,0
CUST_0096,18,F,23691.0,Canada,2022-12-13 18:05:53.715691,1067,Standard,19.99,56,2025-09-16 18:05:53.732455,80.63254158060646,0,649.7792768659414,0
CUST_0097,44,F,32348.0,Australia,2022-11-12 18:05:53.715691,1098,Basic,9.99,42,2025-10-26 18:05:53.732456,19.979232468810125,0,363.3341047310954,0
CUST_0098,43,F,35906.0,Japan,2022-01-18 18:05:53.715691,1396,Premium,39.99,37,2025-09-08 18:05:53.732457,75.61451726315599,0,2016.418831454464,0
CUST_0099,40,F,25977.0,Australia,2024-08-18 18:05:53.715691,453,Standard,19.99,55,2025-11-08 18:05:53.732457,5.100808722463293,0,308.2622450286323,0
CUST_0100,36,F,57297.0,Germany,2022-05-15 18:05:53.715691,1279,Basic,9.99,48,2025-09-15 18:05:53.732458,8.775233041683656,2,449.676605810048,0
CUST_0101,18,M,97731.0,USA,2024-10-22 18:05:53.715691,388,Premium,39.99,52,2025-11-04 18:05:53.732459,28.87972531996137,0,607.256568878116,0
CUST_0102,33,M,39858.0,USA,2024-09-14 18:05:53.715691,426,Basic,9.99,50,2025-09-29 18:05:53.732460,11.157183641459202,1,148.75591608430616,1
CUST_0103,34,F,,USA,2024-07-04 18:05:53.715691,498,Basic,9.99,54,2025-10-21 18:05:53.732461,7.983195873663304,2,171.6200673347426,0
CUST_0104,27,F,55533.0,Canada,2021-04-10 18:05:53.715691,1679,Premium,39.99,55,2025-09-13 18:05:53.732461,18.229143912800424,0,2126.926329814083,0
CUST_0105,37,M,14287.0,USA,2024-04-15 18:05:53.715691,578,Premium,39.99,49,2025-11-07 18:05:53.732464,38.01691735561638,0,716.3175008453117,0
CUST_0106,46,M,36836.0,Germany,2024-06-07 18:05:53.715691,525,Basic,9.99,56,2025-10-09 18:05:53.732465,13.893871463218542,0,176.86031018246507,0
CUST_0107,68,M,59250.0,Germany,2021-10-31 18:05:53.715691,1475,Basic,9.99,49,2025-09-19 18:05:53.732466,10.063651278796051,0,395.5736926708587,0
CUST_0108,42,M,26329.0,USA,2023-11-13 18:05:53.715691,732,Basic,9.99,52,2025-10-01 18:05:53.732467,17.7277794626776,0,251.17976859483943,0
CUST_0109,43,M,19667.0,India,2024-12-17 18:05:53.715691,332,Premium,39.99,49,2025-10-20 18:05:53.732467,8.697050165940505,0,413.062182771493,0
CUST_0110,38,F,33094.0,UK,2022-03-31 18:05:53.715691,1324,Premium,39.99,53,2025-10-12 18:05:53.732468,37.41089021331764,0,1959.44176319737,0
CUST_0111,18,F,35230.0,India,2021-10-15 18:05:53.715691,1491,Basic,9.99,55,2025-11-08 18:05:53.732469,18.167879383324895,0,424.441208222893,0
CUST_0112,39,F,23056.0,India,2023-06-19 18:05:53.715691,879,Basic,9.99,52,2025-11-07 18:05:53.732470,16.562900577761027,0,318.778954464624,0
CUST_0113,40,F,103578.0,USA,2023-01-01 18:05:53.715691,1048,Basic,9.99,48,2025-11-05 18:05:53.732471,21.96705855238902,0,341.48902638396424,0
CUST_0114,76,F,28585.0,USA,2022-05-21 18:05:53.715691,1273,Premium,39.99,59,2025-09-23 18:05:53.732472,32.663031649808524,0,1643.247478819639,0
CUST_0115,37,M,20398.0,USA,2024-06-17 18:05:53.715691,515,Basic,9.99,53,2025-11-09 18:05:53.732473,17.254980327365562,1,140.30817009407173,0
CUST_0116,44,M,34655.0,France,2024-09-24 18:05:53.715691,416,Standard,19.99,66,2025-11-04 18:05:53.732473,37.31061134682609,1,259.86076662307204,0
CUST_0117,39,F,57178.0,UK,2023-12-30 18:05:53.715691,685,Standard,19.99,54,2025-08-31 18:05:53.732474,14.043285435145162,0,535.3794428079136,0
CUST_0118,22,F,36633.0,India,2022-02-07 18:05:53.715691,1376,Basic,9.99,46,,42.47620027752981,0,368.8088095720023,0
CUST_0119,57,M,46295.0,USA,2024-09-17 18:05:53.715691,423,Basic,9.99,53,2025-10-06 18:05:53.732476,23.12454129672605,0,120.76708705298238,0
CUST_0120,51,Other,23488.0,Germany,2022-09-10 18:05:53.715691,1161,Basic,9.99,51,2025-10-27 18:05:53.732477,24.254148020472257,0,430.81528487066896,0
CUST_0121,51,M,76408.0,Japan,2025-08-07 18:05:53.715691,99,Standard,19.99,36,2025-10-09 18:05:53.732478,120.0,0,63.49303272441245,0
CUST_0122,26,M,48091.0,Germany,2025-03-07 18:05:53.715691,252,Premium,39.99,58,2025-10-20 18:05:53.732479,21.81554238143893,0,288.5489816073965,0
CUST_0123,61,M,61319.0,USA,2025-03-23 18:05:53.715691,236,Standard,19.99,53,2025-11-12 18:05:53.732479,13.041111149499466,0,136.71802516844974,0
CUST_0124,18,M,43590.0,Canada,2021-03-09 18:05:53.715691,1711,Basic,9.99,43,2025-10-20 18:05:53.732480,9.990531437477,2,483.0060935608916,0
CUST_0125,48,F,54855.0,USA,2022-02-27 18:05:53.715691,1356,Basic,9.99,58,2025-10-27 18:05:53.732481,18.262911793696272,0,369.1760212786986,0
CUST_0126,72,F,23470.0,USA,2025-06-25 18:05:53.715691,142,Basic,9.99,41,2025-11-11 18:05:53.732482,29.354248661067224,0,56.58720183900465,0
CUST_0127,25,M,28404.0,USA,2021-01-19 18:05:53.715691,1760,Basic,9.99,60,2025-11-02 18:05:53.732483,33.77436408696318,0,583.1671397658587,0
CUST_0128,31,F,,USA,2025-05-21 18:05:53.715691,177,Standard,19.99,41,2025-09-08 18:05:53.732484,26.82334576290814,2,106.92077007038851,0
CUST_0129,41,F,79211.0,France,2022-08-23 18:05:53.715691,1179,Enterprise,99.99,42,2025-09-27 18:05:53.732484,3.196447496782963,0,3959.747061722463,0
CUST_0130,32,F,20465.0,USA,2023-02-14 18:05:53.715691,1004,Premium,39.99,48,2025-09-02 18:05:53.732485,58.06929793370982,0,1268.6295133895285,1
CUST_0131,18,F,41145.0,Germany,2022-05-17 18:05:53.715691,1277,Standard,19.99,45,2025-10-08 18:05:53.732486,83.63685835998,0,958.0082050091152,0
CUST_0132,41,M,29276.0,USA,2021-03-30 18:05:53.715691,1690,Standard,19.99,57,2025-10-15 18:05:53.732487,80.82794602901602,2,1171.2353982959078,0
CUST_0133,24,F,25629.0,USA,2022-01-21 18:05:53.715691,1393,Premium,39.99,51,2025-11-10 18:05:53.732488,16.383133157805826,0,2102.2310820375,0
CUST_0134,47,M,,USA,2024-01-20 18:05:53.715691,664,Standard,19.99,63,2025-11-11 18:05:53.732489,14.37493887914767,2,395.6672113609617,0
CUST_0135,26,F,,USA,2025-10-14 18:05:53.715691,31,Standard,19.99,51,2025-11-06 18:05:53.732490,42.4975708118359,0,20.99631882791019,0
CUST_0136,63,M,45517.0,USA,2024-11-24 18:05:53.715691,355,Basic,9.99,36,2025-11-03 18:05:53.732490,60.30974021637578,0,107.02171421025552,0
CUST_0137,28,F,30954.0,Canada,2022-08-21 18:05:53.715691,1181,Basic,9.99,51,2025-10-17 18:05:53.732491,17.138263284349588,0,354.2702646602014,1
CUST_0138,35,F,46978.0,Japan,2022-01-24 18:05:53.715691,1390,Basic,9.99,48,2025-09-13 18:05:53.732492,35.20207798734462,0,403.7496978964058,0
CUST_0139,52,M,30334.0,USA,2024-07-19 18:05:53.715691,483,Premium,39.99,36,2025-09-09 18:05:53.732493,63.711777998557416,1,618.4612497336774,0
CUST_0140,21,M,44625.0,USA,2023-09-03 18:05:53.715691,803,Standard,19.99,46,2025-10-11 18:05:53.732494,33.80905512575971,1,577.21106905506,0
CUST_0141,43,F,73001.0,USA,2023-02-03 18:05:53.715691,1015,Basic,9.99,49,2025-10-20 18:05:53.732495,17.919042430563394,0,339.031975941541,0
CUST_0142,59,F,,Australia,2025-10-31 18:05:53.715691,14,Standard,19.99,53,2025-11-06 18:05:53.732495,18.305195049887,0,11.091990060071058,0
CUST_0143,18,M,54102.0,Germany,2024-06-23 18:05:53.715691,509,Basic,9.99,60,2025-08-23 18:05:53.732496,11.769867329938515,0,153.6023262862061,0
CUST_0144,42,F,16822.0,France,2023-06-12 18:05:53.715691,886,Premium,39.99,59,2025-10-12 18:05:53.732497,26.08050592104419,1,1270.958081679344,0
CUST_0145,43,M,67115.0,USA,2021-09-03 18:05:53.715691,1533,Basic,9.99,56,2025-10-23 18:05:53.732498,16.363459304554944,1,484.9233344853676,0
CUST_0146,51,M,26410.0,USA,2022-05-11 18:05:53.715691,1283,Standard,19.99,46,2025-11-11 18:05:53.732499,3.342551124428222,0,803.1434948417701,0
CUST_0147,21,M,19755.0,USA,2021-08-27 18:05:53.715691,1540,Standard,19.99,52,2025-09-23 18:05:53.732500,13.542859752920045,1,998.2622603011516,0
CUST_0148,20,M,51412.0,Australia,2022-04-04 18:05:53.715691,1320,Enterprise,99.99,49,2025-11-02 18:05:53.732500,27.75895893369684,1,3942.2016526397183,0
CUST_0149,47,F,43568.0,USA,2025-01-18 18:05:53.715691,300,Standard,19.99,46,2025-09-06 18:05:53.732501,39.63504585951951,0,234.540720735692,1
CUST_0150,44,Other,22035.0,Canada,2024-01-08 18:05:53.715691,676,Premium,39.99,53,2025-11-09 18:05:53.732502,7.2091236739582305,0,857.4493723090272,0
CUST_0151,43,M,19409.0,UK,2023-11-23 18:05:53.715691,722,Basic,9.99,36,2025-11-13 18:05:53.732503,62.53014298982834,0,217.7096163546048,1
CUST_0152,45,F,33066.0,UK,2022-05-07 18:05:53.715691,1287,Basic,9.99,37,2025-10-28 18:05:53.732504,18.35390848304661,0,443.75449665970217,0
CUST_0153,29,M,19890.0,USA,2025-01-22 18:05:53.715691,296,Basic,9.99,48,2025-11-12 18:05:53.732505,12.09451492847165,0,85.31307757292008,0
CUST_0154,43,F,21360.0,Canada,2024-02-25 18:05:53.715691,628,Standard,19.99,41,2025-11-13 18:05:53.732506,17.74596329130622,0,456.9570370028303,0
CUST_0155,44,M,38477.0,USA,2023-04-11 18:05:53.715691,948,Basic,9.99,44,2025-10-08 18:05:53.732506,47.73155304760947,0,303.8730659827093,1
CUST_0156,29,F,22406.0,Japan,2024-02-23 18:05:53.715691,630,Basic,9.99,44,2025-11-06 18:05:53.732507,29.379695518463407,1,211.68219100345476,0
CUST_0157,67,F,44948.0,USA,2023-02-10 18:05:53.715691,1008,Standard,19.99,46,2025-10-15 18:05:53.732508,106.5835366847445,2,761.1599437643944,0
CUST_0158,47,M,76502.0,USA,2022-11-26 18:05:53.715691,1084,Standard,19.99,49,2025-10-20 18:05:53.732509,25.92864331315972,0,619.590579481594,0
CUST_0159,22,F,33716.0,USA,2022-02-07 18:05:53.715691,1376,Standard,19.99,54,2025-11-10 18:05:53.732510,27.312957872837742,1,948.8852104473046,0
CUST_0160,49,M,38757.0,Australia,2021-08-25 18:05:53.715691,1542,Basic,9.99,52,2025-10-31 18:05:53.732511,7.655818045940514,0,417.7697163845533,0
CUST_0161,25,M,99613.0,USA,2023-09-24 18:05:53.715691,782,Premium,39.99,50,2025-11-12 18:05:53.732511,27.491391215655355,0,1000.1315847869269,0
CUST_0162,51,M,20054.0,UK,2023-08-22 18:05:53.715691,815,Standard,19.99,56,2025-10-29 18:05:53.732512,9.734528921366511,0,619.8944909244518,0
CUST_0163,57,M,65882.0,USA,2021-05-20 18:05:53.715691,1639,Basic,9.99,50,2025-11-08 18:05:53.732513,33.02890606978521,0,594.9199685230967,1
CUST_0164,27,M,62033.0,USA,2025-02-09 18:05:53.715691,278,Standard,19.99,59,2025-11-11 18:05:53.732514,38.38211239246724,0,206.38121048261524,0
CUST_0165,54,M,55668.0,Canada,2021-02-19 18:05:53.715691,1729,Basic,9.99,46,2025-11-03 18:05:53.732515,35.23489916700733,0,557.3286069511311,0
CUST_0166,46,M,69277.0,USA,2025-09-13 18:05:53.715691,62,Standard,19.99,46,2025-11-13 18:05:53.732516,43.59260345165111,0,40.933692129586206,0
