customer_id,age,gender,income,country,signup_date,days_as_customer,subscription_type,monthly_charge,login_count,last_login,avg_session_duration,support_tickets,total_spent,churned,signup_year,signup_month,signup_day_of_week,days_since_last_login,login_frequency,spend_per_day,spend_per_login,age_group,tenure_group,engagement_score
CUST_0024,18,F,33201.0,UK,2021-01-08 18:05:53.715691,1771,Enterprise,99.99,49,2025-11-13 18:05:53.732393,26.57292836828928,0,4768.09701694962,0,2021,1,4,1.0,0.027652370203160272,2.690799670964797,95.36194033899241,18-25,2yr+,0.601444823762278
CUST_0025,31,F,40171.0,USA,2024-01-08 18:05:53.715691,676,Basic,9.99,55,2025-10-24 18:05:53.732394,8.602273927703932,0,247.6605029531056,0,2024,1,0,21.0,0.08124076809453472,0.3658205361198015,4.422508981305457,26-35,1-2yr,0.5627923408774549
CUST_0026,41,F,29766.0,Australia,2021-12-27 18:05:53.715691,1418,Standard,19.99,46,2025-11-05 18:05:53.732395,15.017912695477476,0,1033.723229108041,0,2021,12,0,9.0,0.03241719520789288,0.7284871241071467,21.994111257617895,36-45,2yr+,0.5490428494813625
CUST_0027,22,F,27113.0,USA,2024-11-20 18:05:53.715691,359,Standard,19.99,57,2025-10-15 18:05:53.732396,24.28181561238726,1,236.31284356864543,0,2024,11,2,30.0,0.15833333333333333,0.6564245654684595,4.074359371873197,18-25,6-12mo,0.6014410700607475
CUST_0028,45,F,70907.0,USA,2024-07-07 18:05:53.715691,495,Standard,19.99,50,2025-10-25 18:05:53.732397,55.13815167863839,0,314.82110296166064,0,2024,7,6,20.0,0.10080645161290322,0.6347199656485094,6.172962803169817,36-45,1-2yr,0.6561677251843205
CUST_0029,30,M,13071.0,USA,2024-10-21 18:05:53.715691,389,Basic,9.99,55,2025-11-13 18:05:53.732397,27.966229858955984,0,145.21781107690967,0,2024,10,0,1.0,0.14102564102564102,0.3723533617356658,2.5931751978019584,26-35,1-2yr,0.6338437401395473
CUST_0030,35,F,56296.0,Japan,2023-12-06 18:05:53.715691,709,Premium,39.99,49,2025-10-06 18:05:53.732398,23.68472065815463,3,815.341346654001,0,2023,12,2,39.0,0.06901408450704226,1.1483680938788745,16.306826933080018,26-35,1-2yr,0.5512054365624133
CUST_0031,30,F,26628.0,UK,2023-03-24 18:05:53.715691,966,Basic,9.99,52,2025-11-05 18:05:53.732399,50.59517534751896,0,352.5990822979563,0,2023,3,4,9.0,0.05377456049638056,0.3646319361923022,6.6528128735463445,26-35,2yr+,0.6669016687620686
CUST_0032,67,M,24959.0,UK,2022-02-09 18:05:53.715691,1374,Standard,19.99,54,2025-11-05 18:05:53.732400,20.695724397229156,1,742.2764799394216,0,2022,2,2,9.0,0.03927272727272727,0.539837439955943,13.495935998898576,55+,2yr+,0.6017915956032116
CUST_0033,39,F,41390.0,France,2023-05-23 18:05:53.715691,906,Basic,9.99,53,2025-11-13 18:05:53.732401,2.4061886383757045,1,350.95136527985846,0,2023,5,1,1.0,0.05843439911797133,0.3869364556558528,6.499099357034416,36-45,2yr+,0.560305082871229
CUST_0034,24,M,17244.0,Canada,2024-03-05 18:05:53.715691,619,Basic,9.99,51,2025-09-23 18:05:53.732402,23.13700836351857,1,243.4181502890484,0,2024,3,1,52.0,0.08225806451612903,0.3926099198210458,4.681118274789393,18-25,1-2yr,0.544757728910615
CUST_0035,52,F,24149.0,Australia,2022-06-07 18:05:53.715691,1256,Basic,9.99,49,2025-10-20 18:05:53.732403,35.93892812455936,1,455.4517598790796,0,2022,6,1,25.0,0.03898170246618934,0.36233234676139986,9.109035197581592,46-55,2yr+,0.5976900118321986
CUST_0036,21,F,,UK,2025-05-30 18:05:53.715691,168,Enterprise,99.99,45,2025-10-26 18:05:53.732403,16.612153150188497,0,615.4354882186188,0,2025,5,4,19.0,0.26627218934911245,3.641630107802478,13.37903235257867,18-25,3-6mo,0.5368884187927252
CUST_0037,43,M,32510.0,Japan,2025-09-30 18:05:53.715691,45,Standard,19.99,48,2025-10-12 18:05:53.732404,15.297408174196963,1,28.380079580806363,1,2025,9,1,33.0,1.0434782608695652,0.6169582517566601,0.5791852975674768,36-45,0-3mo,0.532210331074274
CUST_0038,18,F,24293.0,France,2020-11-28 18:05:53.715691,1812,Standard,19.99,42,2025-11-02 18:05:53.732405,20.53831716870433,0,1389.9821658588255,0,2020,11,5,12.0,0.023166023166023165,0.7666752155867763,32.32516664787966,18-25,2yr+,0.5401705258156003
CUST_0039,20,M,80867.0,UK,2025-02-16 18:05:53.715691,271,Standard,19.99,56,2025-10-20 18:05:53.732406,16.926726969455938,0,166.40663710925395,0,2025,2,6,25.0,0.20588235294117646,0.611789107019316,2.9194146861272623,18-25,6-12mo,0.5838944487034762
CUST_0040,42,F,89189.0,USA,2025-05-23 18:05:53.715691,175,Basic,9.99,51,2025-11-06 18:05:53.732407,69.073358486113,0,59.8432519699512,1,2025,5,4,8.0,0.2897727272727273,0.34001847710199545,1.1508317686529077,36-45,3-6mo,0.709409924971818
CUST_0041,51,M,13214.0,India,2021-10-07 18:05:53.715691,1499,Standard,19.99,48,2025-11-13 18:05:53.732408,15.265412461124969,0,1094.6532310395285,0,2021,10,3,1.0,0.032,0.729768820693019,22.33986185794956,46-55,2yr+,0.5683567568859336
CUST_0042,42,M,47675.0,Germany,2024-10-14 18:05:53.715691,396,Basic,9.99,38,2025-10-21 18:05:53.732409,31.855053953539866,0,136.33670632970325,0,2024,10,0,24.0,0.09571788413098237,0.3434173962964817,3.495812982812904,36-45,1-2yr,0.535600353683577
CUST_0043,38,M,55789.0,Canada,2023-03-30 18:05:53.715691,960,Standard,19.99,54,2025-11-07 18:05:53.732409,33.406893284910375,0,638.0205686816869,0,2023,3,3,7.0,0.05619146722164412,0.6639131828113287,11.60037397603067,36-45,2yr+,0.6358336687658108
CUST_0044,35,M,47643.0,France,2022-10-12 18:05:53.715691,1129,Basic,9.99,45,2025-10-04 18:05:53.732410,18.082204848992525,0,335.1685119615952,0,2022,10,2,41.0,0.03982300884955752,0.2966093026208807,7.286271999165113,26-35,2yr+,0.5156578876623767
CUST_0045,18,F,26133.0,Canada,2022-06-07 18:05:53.715691,1256,Premium,39.99,42,2025-10-27 18:05:53.732411,28.30071719137944,2,1778.710107018219,0,2022,6,1,18.0,0.03341288782816229,1.4150438401099594,41.3653513260051,18-25,2yr+,0.5527840730420994
CUST_0046,29,F,32143.0,USA,2021-09-29 18:05:53.715691,1507,Standard,19.99,48,2025-11-06 18:05:53.732412,7.263501835787813,2,1107.5280847187585,0,2021,9,2,8.0,0.03183023872679045,0.7344350694421475,22.602613973852215,26-35,2yr+,0.5404274520207039
CUST_0047,33,M,24981.0,USA,2022-01-29 18:05:53.715691,1385,Basic,9.99,53,2025-10-17 18:05:53.732413,41.96743245351437,0,473.9205035650124,0,2022,1,5,28.0,0.03823953823953824,0.3419339852561417,8.776305621574304,26-35,2yr+,0.6286421546732267
CUST_0048,55,M,29433.0,Canada,2025-02-25 18:05:53.715691,262,Basic,9.99,42,2025-11-11 18:05:53.732414,8.017350229147993,0,98.35343773224106,0,2025,2,1,3.0,0.1596958174904943,0.37396744384882535,2.2872892495870016,46-55,6-12mo,0.5190567877119925
CUST_0049,45,M,19831.0,USA,2022-10-05 18:05:53.715691,1136,Basic,9.99,56,2025-10-03 18:05:53.732414,19.953379537752312,0,393.3059159336756,0,2022,10,2,42.0,0.04925241864555849,0.3459154933453611,6.900103788310098,36-45,2yr+,0.5722157971053492
CUST_0050,18,F,34290.0,UK,2021-06-12 18:05:53.715691,1616,Premium,39.99,44,2025-10-27 18:05:53.732415,26.802308960643924,1,2367.925986572034,0,2021,6,5,18.0,0.027210884353741496,1.4643945495188833,52.62057747937854,18-25,2yr+,0.558676606682128
CUST_0051,44,F,17130.0,France,2021-05-23 18:05:53.715691,1636,Basic,9.99,44,2025-09-25 18:05:53.732416,11.002972451842592,0,639.0944565198237,0,2021,5,6,50.0,0.02687843616371411,0.39040589891253735,14.202099033773859,36-45,2yr+,0.4829518503157852
CUST_0052,34,M,32857.0,USA,2023-01-02 18:05:53.715691,1047,Basic,9.99,51,2025-11-10 18:05:53.732417,43.84419404304585,0,316.8757346285765,1,2023,1,0,4.0,0.04866412213740458,0.30236234220284014,6.093764127472625,26-35,2yr+,0.6508653157509428
CUST_0053,29,F,19452.0,USA,2021-06-01 18:05:53.715691,1627,Basic,9.99,60,2025-10-31 18:05:53.732418,16.00090578469447,1,530.5567505960387,0,2021,6,1,14.0,0.036855036855036855,0.32589480994842673,8.697651649115388,26-35,2yr+,0.6133098343639867
CUST_0054,49,M,40272.0,Australia,2022-11-20 18:05:53.715691,1090,Enterprise,99.99,52,2025-11-09 18:05:53.732419,24.77620645888504,0,4225.019831462729,0,2022,11,6,5.0,0.04766269477543538,3.872612127830182,79.71735531061752,46-55,2yr+,0.6068825484272762
CUST_0055,55,F,25856.0,Canada,2025-08-16 18:05:53.715691,90,Standard,19.99,41,2025-11-13 18:05:53.732420,28.866568389861133,0,59.62914401942467,0,2025,8,5,1.0,0.45054945054945056,0.6552653188947766,1.419741524272016,46-55,0-3mo,0.5686247069487378
CUST_0056,53,F,41994.0,USA,2022-10-20 18:05:53.715691,1121,Basic,9.99,51,2025-08-13 18:05:53.732420,25.708173477853883,1,299.6955408813655,1,2022,10,3,93.0,0.045454545454545456,0.2671083252062081,5.763375786180106,46-55,2yr+,0.5047705473568307
CUST_0057,27,F,62367.0,France,2024-04-04 18:05:53.715691,589,Standard,19.99,37,2025-10-07 18:05:53.732421,38.08575271509042,3,320.911003130431,0,2024,4,3,38.0,0.06271186440677966,0.5439169544583576,8.445026398169238,26-35,1-2yr,0.530508766875246
CUST_0058,35,F,80396.0,Germany,2022-05-10 18:05:53.715691,1284,Enterprise,99.99,48,2025-11-03 18:05:53.732422,22.405516530566,0,3595.6639180719576,0,2022,5,1,11.0,0.03735408560311284,2.7981820374100836,73.38089628718281,26-35,2yr+,0.574886262342555
CUST_0059,44,F,10260.0,USA,2025-05-25 18:05:53.715691,173,Standard,19.99,60,2025-11-06 18:05:53.732423,22.24084967289157,0,111.0115682617426,0,2025,5,6,8.0,0.3448275862068966,0.6379975187456471,1.8198617747826655,36-45,3-6mo,0.6357021469146681
CUST_0060,54,F,23930.0,USA,2021-02-11 18:05:53.715691,1737,Basic,9.99,50,2025-11-08 18:05:53.732424,13.257097917610803,0,551.0297450152044,0,2021,2,3,6.0,0.028768699654775604,0.31704818470380003,10.804504804219695,46-55,2yr+,0.567314147385525
CUST_0061,32,F,31209.0,USA,2024-12-18 18:05:53.715691,331,Basic,9.99,58,2025-11-13 18:05:53.732425,18.68329904594906,0,115.44967709442884,0,2024,12,2,1.0,0.1746987951807229,0.34773999124827965,1.9567741880411667,26-35,6-12mo,0.6250942444323311
CUST_0062,37,M,45714.0,Australia,2023-06-13 18:05:53.715691,885,Basic,9.99,61,,120.0,0,260.7157666853838,0,2023,6,1,,0.06884875846501129,0.2942615876810201,4.2050930110545774,36-45,2yr+,
CUST_0063,23,M,15912.0,UK,2023-11-18 18:05:53.715691,727,Basic,9.99,64,2025-11-11 18:05:53.732426,29.641304184494995,0,234.42582392650476,0,2023,11,5,3.0,0.08791208791208792,0.3220134944045395,3.6065511373308423,18-25,1-2yr,0.6791407689859021
CUST_0064,22,M,22225.0,Canada,2021-07-28 18:05:53.715691,1570,Standard,19.99,45,2025-10-13 18:05:53.732427,25.7086297858794,0,1125.774615623474,0,2021,7,2,32.0,0.02864417568427753,0.7165974637959732,24.473361209205954,18-25,2yr+,0.5449126292498769
CUST_0065,52,F,38761.0,Australia,2022-12-30 18:05:53.715691,1050,Standard,19.99,65,2025-10-18 18:05:53.732428,5.106520285584772,1,836.7666522318564,0,2022,12,4,27.0,0.06184586108468126,0.7961623712957719,12.678282609573582,46-55,2yr+,0.5954532750263057
CUST_0066,60,M,37890.0,USA,2021-04-25 18:05:53.715691,1664,Premium,39.99,46,2025-10-20 18:05:53.732429,6.738110898494655,0,2195.5738782809576,0,2021,4,6,25.0,0.02762762762762763,1.3186629899585331,46.71433783576506,55+,2yr+,0.5102301374417356
CUST_0067,38,M,43862.0,USA,2023-12-20 18:05:53.715691,695,Standard,19.99,42,2025-10-06 18:05:53.732430,56.4827323539509,1,370.9983444743336,0,2023,12,2,39.0,0.0603448275862069,0.5330435983826632,8.627868476147292,36-45,1-2yr,0.5994655260428677
CUST_0068,55,M,45335.0,USA,2022-07-08 18:05:53.715691,1225,Basic,9.99,34,2025-11-06 18:05:53.732431,20.9087328936126,0,427.0132468288045,0,2022,7,4,8.0,0.02773246329526917,0.34829791747863337,12.200378480822986,46-55,2yr+,0.5070706501471935
CUST_0069,45,M,43015.0,USA,2025-07-10 18:05:53.715691,127,Standard,19.99,56,2025-11-02 18:05:53.732432,23.70248417706412,1,85.30471691965693,0,2025,7,3,12.0,0.4375,0.6664431009348197,1.4965739810466128,36-45,3-6mo,0.6155508228545721
CUST_0070,30,F,40008.0,Germany,2024-05-25 18:05:53.715691,538,Standard,19.99,58,2025-11-10 18:05:53.732432,67.52712467458915,2,337.3722829126646,0,2024,5,5,4.0,0.10760667903525047,0.6259226028064279,5.718174286655333,26-35,1-2yr,0.743807582088837
CUST_0071,45,F,37342.0,Canada,2024-05-04 18:05:53.715691,559,Basic,9.99,37,2025-10-19 18:05:53.732433,40.48061384620402,1,173.8303540177064,0,2024,5,5,26.0,0.06607142857142857,0.31041134646019003,4.574483000465958,36-45,1-2yr,0.5500808253634073
CUST_0072,63,F,50634.0,USA,2025-11-02 18:05:53.715691,12,Standard,19.99,58,2025-08-25 18:05:53.732434,55.29298569466021,1,8.719896671325255,0,2025,11,6,81.0,4.461538461538462,0.6707612824096351,0.14779485883602128,55+,0-3mo,0.62605242331826
CUST_0073,39,F,11853.0,USA,2025-09-14 18:05:53.715691,61,Basic,9.99,57,2025-09-16 18:05:53.732435,37.31113892559375,0,18.869378386924687,0,2025,9,6,59.0,0.9193548387096774,0.30434481269233365,0.3253341101193912,36-45,0-3mo,0.6011841896645186
CUST_0074,63,F,78603.0,USA,2022-11-25 18:05:53.715691,1085,Basic,9.99,43,2025-10-21 18:05:53.732436,57.72301376248237,0,429.71960420771967,0,2022,11,4,24.0,0.03959484346224678,0.3956902432851931,9.766354641084538,55+,2yr+,0.6243666387481018
CUST_0075,18,F,12061.0,Japan,2024-02-10 18:05:53.715691,643,Standard,19.99,44,2025-10-14 18:05:53.732437,4.326518849980284,0,359.16543596797135,0,2024,2,5,31.0,0.06832298136645963,0.5577103042980922,7.981454132621585,18-25,1-2yr,0.48777015027339354
CUST_0076,52,M,21172.0,Germany,2021-12-13 18:05:53.715691,1432,Basic,9.99,41,2025-06-21 18:05:53.732437,15.000927884734931,2,398.074859334556,1,2021,12,0,146.0,0.028611304954640614,0.2777912486633329,9.477972841298952,46-55,2yr+,0.3698096622896959
CUST_0077,41,F,32423.0,Canada,2024-10-27 18:05:53.715691,383,Standard,19.99,60,2025-10-24 18:05:53.732438,22.30273884247813,0,298.3418700537395,0,2024,10,6,21.0,0.15625,0.7769319532649467,4.890850328749828,36-45,1-2yr,0.621139888706559
CUST_0078,35,M,50833.0,USA,2021-04-06 18:05:53.715691,1683,Basic,9.99,52,2025-09-14 18:05:53.732440,9.042587511104244,0,543.3765116825715,0,2021,4,1,61.0,0.030878859857482184,0.32267013757872415,10.252387012878708,26-35,2yr+,0.5041522746427299
CUST_0079,41,M,8122.0,UK,2021-02-16 18:05:53.715691,1732,Premium,39.99,58,2025-10-25 18:05:53.732440,2.5243435815686968,0,2291.321921122573,0,2021,2,1,20.0,0.03346797461050202,1.3221707565623617,38.83596476478937,36-45,2yr+,0.5631874218091162
CUST_0080,18,F,35808.0,USA,2024-07-31 18:05:53.715691,471,Premium,39.99,44,2025-11-13 18:05:53.732441,9.669858831950544,0,526.6593937648962,0,2024,7,2,1.0,0.09322033898305085,1.1158038003493564,11.70354208366436,18-25,1-2yr,0.5350907643792626
CUST_0081,36,M,53971.0,Japan,2022-02-24 18:05:53.715691,1359,Enterprise,99.99,45,2025-08-25 18:05:53.732442,28.46356105323869,0,4274.028571844378,0,2022,2,3,81.0,0.03308823529411765,3.142668067532631,92.91366460531258,36-45,2yr+,0.49632825930506763
CUST_0082,45,M,59710.0,France,2025-03-17 18:05:53.715691,242,Premium,39.99,46,2025-11-11 18:05:53.732443,,0,330.9005199285506,0,2025,3,0,3.0,0.18930041152263374,1.3617305346853934,7.04043659422448,36-45,6-12mo,
CUST_0083,62,M,25625.0,Canada,2022-06-30 18:05:53.715691,1233,Enterprise,99.99,45,2025-10-09 18:05:53.732444,,0,3435.2197667935907,0,2022,6,3,36.0,0.03646677471636953,2.7838085630418075,74.67869058246936,55+,2yr+,
CUST_0084,32,M,31244.0,Canada,2021-04-27 18:05:53.715691,1662,Standard,19.99,57,2025-11-06 18:05:53.732445,17.52226829395986,1,1195.7211455604458,0,2021,4,1,8.0,0.034275405892964524,0.7190145192786807,20.615881820007687,26-35,2yr+,0.6094478621420376
CUST_0085,27,M,26687.0,UK,2025-09-01 18:05:53.715691,74,Enterprise,99.99,45,2025-09-06 18:05:53.732445,40.51818835779044,0,261.2484780976872,0,2025,9,0,69.0,0.6,3.483313041302496,5.679314741254069,26-35,0-3mo,0.5400497332268244
CUST_0086,32,M,29842.0,USA,2022-03-06 18:05:53.715691,1349,Standard,19.99,50,2025-11-08 18:05:53.732446,94.20206382729356,0,927.6775607722674,0,2022,3,6,6.0,0.037037037037037035,0.6871685635350129,18.18975609357387,26-35,2yr+,0.7696765621597319
CUST_0087,53,F,21679.0,USA,2025-09-24 18:05:53.715691,51,Premium,39.99,59,2025-11-10 18:05:53.732447,37.31832239296904,0,64.5655102457137,1,2025,9,2,4.0,1.1346153846153846,1.2416444278021865,1.0760918374285615,46-55,0-3mo,0.6731048534932205
CUST_0088,44,F,23281.0,UK,2021-06-09 18:05:53.715691,1619,Basic,9.99,55,2025-10-28 18:05:53.732448,,0,513.1662495607973,0,2021,6,2,17.0,0.033950617283950615,0.316769289852344,9.16368302787138,36-45,2yr+,
CUST_0089,32,M,45125.0,USA,2023-01-02 18:05:53.715691,1047,Standard,19.99,55,2025-10-25 18:05:53.732449,86.29983189704929,2,800.9012746077901,0,2023,1,0,20.0,0.05248091603053435,0.7642187734807158,14.30180847513911,26-35,2yr+,0.7581683112725164
CUST_0090,47,F,38786.0,USA,2022-06-07 18:05:53.715691,1256,Premium,39.99,50,2025-09-24 18:05:53.732450,59.111159578861184,1,1362.1222017519174,0,2022,6,1,51.0,0.03977724741447892,1.0836294365568158,26.70827846572387,46-55,2yr+,0.631005905312236
CUST_0091,41,M,46434.0,Canada,2023-06-01 18:05:53.715691,897,Standard,19.99,50,2025-10-02 18:05:53.732450,55.37300566675631,0,660.0268084938798,0,2023,6,3,43.0,0.0556792873051225,0.7349964459842759,12.941702127330977,36-45,2yr+,0.6307171243055587
CUST_0092,54,M,40417.0,India,2024-06-08 18:05:53.715691,524,Basic,9.99,41,2025-11-03 18:05:53.732451,39.08801546038934,0,152.84758908129243,0,2024,6,5,11.0,0.07809523809523809,0.2911382649167475,3.6392283114593433,46-55,1-2yr,0.5828575699080771
CUST_0093,29,M,51646.0,India,2025-07-20 18:05:53.715691,117,Standard,19.99,45,,42.29776193764798,1,86.43262652509962,0,2025,7,6,,0.3813559322033898,0.732479885805929,1.8789701418499918,26-35,3-6mo,
CUST_0094,35,F,,USA,2022-12-02 18:05:53.715691,1078,Standard,19.99,57,2025-10-20 18:05:53.732453,20.06913380494225,2,714.899468547915,0,2022,12,4,25.0,0.05282669138090825,0.6625574314623865,12.325852905998534,26-35,2yr+,0.5965697429006256
CUST_0095,34,M,15201.0,USA,2021-10-14 18:05:53.715691,1492,Standard,19.99,51,2025-10-21 18:05:53.732454,14.837362307130164,0,938.8427277273852,0,2021,10,3,24.0,0.03415941058271936,0.6288296903733324,18.054667840911254,26-35,2yr+,0.5557067269771911
CUST_0096,18,F,23691.0,Canada,2022-12-13 18:05:53.715691,1067,Standard,19.99,56,2025-09-16 18:05:53.732455,80.63254158060646,0,649.7792768659414,0,2022,12,1,59.0,0.052434456928838954,0.6084075626085593,11.399636436244585,18-25,2yr+,0.7046684191936166
CUST_0097,44,F,32348.0,Australia,2022-11-12 18:05:53.715691,1098,Basic,9.99,42,2025-10-26 18:05:53.732456,19.979232468810125,0,363.3341047310954,0,2022,11,5,19.0,0.03821656050955414,0.33060428092001404,8.449630342583614,36-45,2yr+,0.530848285763978
CUST_0098,43,F,35906.0,Japan,2022-01-18 18:05:53.715691,1396,Premium,39.99,37,2025-09-08 18:05:53.732457,75.61451726315599,0,2016.418831454464,0,2022,1,1,67.0,0.026485325697924122,1.4433921484999743,53.063653459328,36-45,2yr+,0.5915004895661646
CUST_0099,40,F,25977.0,Australia,2024-08-18 18:05:53.715691,453,Standard,19.99,55,2025-11-08 18:05:53.732457,5.100808722463293,0,308.2622450286323,0,2024,8,6,6.0,0.1211453744493392,0.6789917291379567,5.504682946939863,36-45,1-2yr,0.5710198099398249
